Name,Type,Minimum,Maximum,Length,Direction
gene=yfbP,gene=yfbP,2389116,2389964,849,forward
gene=yfbO,gene=yfbO,2388635,2389057,423,forward
gene=yfbN,gene=yfbN,2387710,2388426,717,reverse
gene=yfbM,gene=yfbM,2386934,2387437,504,forward
gene=yfbL,gene=yfbL,2385860,2386831,972,forward
gene=yfbK,gene=yfbK,2383995,2385722,1728,reverse
gene=elaD,gene=elaD,2382713,2383924,1212,forward
gene=rbn,gene=rbn,2381608,2382525,918,forward
gene=elaA,gene=elaA,2381082,2381543,462,reverse
gene=elaB,gene=elaB,2380722,2381027,306,reverse
gene=menF,gene=menF,2379348,2380643,1296,reverse
gene=menD,gene=menD,2377589,2379259,1671,reverse
gene=menH,gene=menH,2376834,2377592,759,reverse
gene=menB,gene=menB,2375962,2376819,858,reverse
gene=menC,gene=menC,2375000,2375962,963,reverse
gene=menE,gene=menE,2373648,2375003,1356,reverse
gene=pmrD,gene=pmrD,2373272,2373538,267,reverse
gene=arnF,gene=arnF,2372892,2373278,387,forward
gene=arnE,gene=arnE,2372557,2372892,336,forward
gene=arnT,gene=arnT,2370908,2372560,1653,forward
gene=arnD,gene=arnD,2370018,2370908,891,forward
gene=arnA,gene=arnA,2368039,2370021,1983,forward
gene=arnC,gene=arnC,2367071,2368039,969,forward
gene=arnB,gene=arnB,2365928,2367067,1140,forward
gene=ais,gene=ais,2365018,2365620,603,reverse
gene=nudI,gene=nudI,2364554,2364979,426,forward
gene=yfaZ,gene=yfaZ,2363733,2364275,543,reverse
gene=yfaY,gene=yfaY,2362431,2363633,1203,reverse
gene=rhmR,gene=rhmR,2361429,2362211,783,reverse
gene=rhmD,gene=rhmD,2360209,2361414,1206,reverse
gene=rhmT,gene=rhmT,2358863,2360152,1290,reverse
gene=rhmA,gene=rhmA,2358042,2358845,804,reverse
gene=yfaD,gene=yfaD,2356904,2357803,900,forward
gene=glpC,gene=glpC,2355521,2356711,1191,forward
gene=glpB,gene=glpB,2354265,2355524,1260,forward
gene=glpA,gene=glpA,2352647,2354275,1629,forward
gene=glpT,gene=glpT,2351016,2352374,1359,reverse
gene=glpQ,gene=glpQ,2349935,2351011,1077,reverse
gene=inaA,gene=inaA,2348822,2349472,651,reverse
gene=yfaE,gene=yfaE,2348514,2348768,255,forward
gene=nrdB,gene=nrdB,2347384,2348514,1131,forward
gene=nrdA,gene=nrdA,2344865,2347150,2286,forward
gene=yfaL,gene=yfaL,2340417,2344169,3753,reverse
gene=ubiG,gene=ubiG,2339567,2340289,723,forward
gene=gyrA,gene=gyrA,2336793,2339420,2628,reverse
gene=yfaA,gene=yfaA,2334956,2336644,1689,reverse
gene=yfaT,gene=yfaT,2334336,2334959,624,reverse
gene=yfaQ,gene=yfaQ,2328148,2329797,1650,reverse
gene=yfaP,gene=yfaP,2327367,2328143,777,reverse
gene=atoB,gene=atoB,2326109,2327293,1185,forward
gene=atoE,gene=atoE,2324756,2326078,1323,forward
gene=atoA,gene=atoA,2324109,2324759,651,forward
gene=atoD,gene=atoD,2323447,2324109,663,forward
gene=atoC,gene=atoC,2321866,2323251,1386,forward
gene=atoS,gene=atoS,2320043,2321869,1827,forward
gene=rcsC,gene=rcsC,2317027,2319876,2850,reverse
gene=rcsB,gene=rcsB,2316177,2316827,651,forward
gene=rcsD,gene=rcsD,2313488,2316160,2673,forward
gene=ompC,gene=ompC,2311646,2312749,1104,reverse
gene=apbE,gene=apbE,2310479,2311534,1056,reverse
gene=ada,gene=ada,2309341,2310405,1065,reverse
gene=alkB,gene=alkB,2308691,2309341,651,reverse
gene=yojI,gene=yojI,2306972,2308615,1644,reverse
gene=mqo,gene=mqo,2305108,2306754,1647,reverse
gene=eco,gene=eco,2303905,2304393,489,forward
gene=napF,gene=napF,2303003,2303497,495,reverse
gene=napD,gene=napD,2302750,2303013,264,reverse
gene=napA,gene=napA,2300267,2302753,2487,reverse
gene=napG,gene=napG,2299565,2300260,696,reverse
gene=napH,gene=napH,2298715,2299578,864,reverse
gene=napB,gene=napB,2298269,2298718,450,reverse
gene=napC,gene=napC,2297657,2298259,603,reverse
gene=ccmA,gene=ccmA,2297021,2297644,624,reverse
gene=ccmB,gene=ccmB,2296362,2297024,663,reverse
gene=ccmC,gene=ccmC,2295583,2296320,738,reverse
gene=ccmD,gene=ccmD,2295377,2295586,210,reverse
gene=ccmE,gene=ccmE,2294901,2295380,480,reverse
gene=ccmF,gene=ccmF,2292961,2294904,1944,reverse
gene=dsbE,gene=dsbE,2292407,2292964,558,reverse
gene=ccmH,gene=ccmH,2291358,2292410,1053,reverse
gene=narP,gene=narP,2290500,2291147,648,forward
gene=insH1,gene=insH1,2289065,2290081,1017,reverse
gene=yejM,gene=yejM,2284376,2286136,1761,forward
gene=yejL,gene=yejL,2284129,2284356,228,forward
gene=yejK,gene=yejK,2282940,2283947,1008,reverse
gene=rplY,gene=rplY,2282517,2282801,285,forward
gene=yejH,gene=yejH,2280632,2282392,1761,forward
gene=rsuA,gene=rsuA,2279788,2280483,696,reverse
gene=bcr,gene=bcr,2278570,2279760,1191,reverse
gene=yejG,gene=yejG,2277893,2278237,345,reverse
gene=yejF,gene=yejF,2276300,2277889,1590,forward
gene=yejE,gene=yejE,2275273,2276298,1026,forward
gene=yejB,gene=yejB,2274179,2275273,1095,forward
gene=yejA,gene=yejA,2272364,2274178,1815,forward
gene=rtn,gene=rtn,2270726,2272282,1557,forward
gene=mepS,gene=mepS,2269979,2270545,567,forward
gene=lpxT,gene=lpxT,2268854,2269567,714,forward
gene=yeiR,gene=yeiR,2267829,2268815,987,forward
gene=yeiQ,gene=yeiQ,2266245,2267711,1467,forward
gene=yeiP,gene=yeiP,2265450,2266022,573,forward
gene=yeiW,gene=yeiW,2265041,2265295,255,reverse
gene=setB,gene=setB,2263863,2265044,1182,forward
gene=fruB,gene=fruB,2262365,2263495,1131,reverse
gene=fruK,gene=fruK,2261427,2262365,939,reverse
gene=fruA,gene=fruA,2259719,2261410,1692,reverse
gene=psuK,gene=psuK,2258355,2259296,942,reverse
gene=psuG,gene=psuG,2257429,2258367,939,reverse
gene=psuT,gene=psuT,2256085,2257335,1251,reverse
gene=yeiL,gene=yeiL,2255355,2256014,660,forward
gene=rihB,gene=rihB,2254245,2255186,942,reverse
gene=nupX,gene=nupX,2252895,2254145,1251,reverse
gene=yeiI,gene=yeiI,2251700,2252788,1089,forward
gene=nfo,gene=nfo,2250840,2251697,858,forward
gene=yeiH,gene=yeiH,2249717,2250766,1050,forward
gene=yeiE,gene=yeiE,2248737,2249618,882,reverse
gene=lysP,gene=lysP,2247063,2248532,1470,reverse
gene=cirA,gene=cirA,2244778,2246769,1992,reverse
gene=yeiG,gene=yeiG,2243910,2244746,837,forward
gene=folE,gene=folE,2242984,2243652,669,reverse
gene=yeiB,gene=yeiB,2241810,2242967,1158,reverse
gene=galS,gene=galS,2240628,2241668,1041,reverse
gene=mglB,gene=mglB,2239350,2240348,999,reverse
gene=mglA,gene=mglA,2237769,2239289,1521,reverse
gene=mglC,gene=mglC,2236743,2237753,1011,reverse
gene=preA,gene=preA,2235265,2236500,1236,forward
gene=preT,gene=preT,2234033,2235271,1239,forward
gene=yeiS,gene=yeiS,2233600,2233839,240,forward
gene=sanA,gene=sanA,2232878,2233597,720,forward
gene=cdd,gene=cdd,2231844,2232728,885,forward
gene=yohK,gene=yohK,2231019,2231714,696,forward
gene=yohJ,gene=yohJ,2230624,2231022,399,forward
gene=dusC,gene=dusC,2229438,2230385,948,reverse
gene=yohP,gene=yohP,2228982,2229065,84,forward
gene=yohF,gene=yohF,2226509,2227270,762,reverse
gene=yohD,gene=yohD,2225801,2226379,579,forward
gene=yohC,gene=yohC,2225044,2225631,588,reverse
gene=pbpG,gene=pbpG,2223938,2224870,933,reverse
gene=dld,gene=dld,2222185,2223900,1716,forward
gene=bglX,gene=bglX,2219692,2221989,2298,reverse
gene=osmF,gene=osmF,2218564,2219481,918,reverse
gene=yehY,gene=yehY,2217400,2218557,1158,reverse
gene=yehX,gene=yehX,2216481,2217407,927,reverse
gene=yehW,gene=yehW,2215745,2216476,732,reverse
gene=yohO,gene=yohO,2215657,2215764,108,forward
gene=mlrA,gene=mlrA,2214866,2215597,732,forward
gene=yehU,gene=yehU,2212959,2214644,1686,reverse
gene=yehT,gene=yehT,2212243,2212962,720,reverse
gene=yehS,gene=yehS,2211726,2212196,471,reverse
gene=yehR,gene=yehR,2211225,2211686,462,forward
gene=yehP,gene=yehP,2207967,2209103,1137,forward
gene=yehM,gene=yehM,2205695,2207974,2280,forward
gene=yehL,gene=yehL,2204596,2205684,1089,forward
gene=yehK,gene=yehK,2203972,2204289,318,forward
gene=yehI,gene=yehI,2200279,2203911,3633,forward
gene=metG,gene=metG,2194300,2196333,2034,forward
gene=mrp,gene=mrp,2193059,2194168,1110,reverse
gene=yehE,gene=yehE,2192515,2192796,282,reverse
gene=yehD,gene=yehD,2191680,2192222,543,reverse
gene=yehC,gene=yehC,2190926,2191645,720,reverse
gene=yehB,gene=yehB,2188430,2190910,2481,reverse
gene=yehA,gene=yehA,2187380,2188414,1035,reverse
gene=rcnB,gene=rcnB,2186960,2187298,339,forward
gene=rcnA,gene=rcnA,2185917,2186741,825,forward
gene=rcnR,gene=rcnR,2185524,2185796,273,reverse
gene=thiM,gene=thiM,2184513,2185301,789,reverse
gene=thiD,gene=thiD,2183716,2184516,801,reverse
gene=yegX,gene=yegX,2182833,2183651,819,reverse
gene=yegW,gene=yegW,2182035,2182781,747,reverse
gene=yegV,gene=yegV,2181096,2182061,966,forward
gene=yegU,gene=yegU,2180095,2181099,1005,forward
gene=yegT,gene=yegT,2178821,2180098,1278,forward
gene=fbaB,gene=fbaB,2177512,2178564,1053,reverse
gene=gatY,gene=gatY,2176350,2177204,855,reverse
gene=gatZ,gene=gatZ,2175059,2176321,1263,reverse
gene=gatA,gene=gatA,2174597,2175049,453,reverse
gene=gatB,gene=gatB,2174282,2174566,285,reverse
gene=gatD,gene=gatD,2171833,2172873,1041,reverse
gene=insF1,gene=insF1,2170532,2171398,867,forward
gene=insE1,gene=insE1,2170236,2170535,300,forward
gene=yegS,gene=yegS,2168712,2169611,900,forward
gene=yegR,gene=yegR,2167989,2168306,318,reverse
gene=ogrK,gene=ogrK,2167302,2167520,219,reverse
gene=yegQ,gene=yegQ,2165668,2167029,1362,forward
gene=yegP,gene=yegP,2165189,2165521,333,forward
gene=baeR,gene=baeR,2164276,2164998,723,forward
gene=baeS,gene=baeS,2162876,2164279,1404,forward
gene=iceT,gene=iceT,2161464,2162879,1416,forward
gene=mdtC,gene=mdtC,2158386,2161463,3078,forward
gene=mdtB,gene=mdtB,2155263,2158385,3123,forward
gene=mdtA,gene=mdtA,2154016,2155263,1248,forward
gene=ibsB,gene=ibsB,2153681,2153737,57,reverse
gene=ibsA,gene=ibsA,2153349,2153408,60,reverse
gene=yegL,gene=yegL,2152469,2153128,660,reverse
gene=yegK,gene=yegK,2151711,2152472,762,reverse
gene=yegJ,gene=yegJ,2151185,2151646,462,forward
gene=yegI,gene=yegI,2149039,2150985,1947,reverse
gene=yegD,gene=yegD,2147674,2149026,1353,forward
gene=alkA,gene=alkA,2146692,2147540,849,reverse
gene=yegE,gene=yegE,2143266,2146583,3318,forward
gene=udk,gene=udk,2142307,2142948,642,reverse
gene=dcd,gene=dcd,2141634,2142215,582,reverse
gene=asmA,gene=asmA,2139759,2141612,1854,reverse
gene=yegH,gene=yegH,2137902,2139485,1584,forward
gene=wza,gene=wza,2136104,2137243,1140,reverse
gene=wzb,gene=wzb,2135655,2136098,444,reverse
gene=wzc,gene=wzc,2133490,2135652,2163,reverse
gene=wcaA,gene=wcaA,2132558,2133397,840,reverse
gene=wcaB,gene=wcaB,2132067,2132555,489,reverse
gene=wcaC,gene=wcaC,2130853,2132070,1218,reverse
gene=wcaD,gene=wcaD,2129661,2130878,1218,reverse
gene=wcaE,gene=wcaE,2128904,2129650,747,reverse
gene=wcaF,gene=wcaF,2128340,2128888,549,reverse
gene=gmd,gene=gmd,2127193,2128314,1122,reverse
gene=wcaG,gene=wcaG,2126225,2127190,966,reverse
gene=wcaH,gene=wcaH,2125743,2126222,480,reverse
gene=wcaI,gene=wcaI,2124523,2125746,1224,reverse
gene=cpsB,gene=cpsB,2123084,2124520,1437,reverse
gene=cpsG,gene=cpsG,2121609,2122979,1371,reverse
gene=wcaJ,gene=wcaJ,2120160,2121554,1395,reverse
gene=wzxC,gene=wzxC,2118680,2120158,1479,reverse
gene=wcaK,gene=wcaK,2117124,2118404,1281,reverse
gene=wcaL,gene=wcaL,2115907,2117127,1221,reverse
gene=wcaM,gene=wcaM,2114502,2115896,1395,reverse
gene=wcaN,gene=wcaN,2113434,2114327,894,reverse
gene=rfbB,gene=rfbB,2111976,2113061,1086,reverse
gene=rfbD,gene=rfbD,2111077,2111976,900,reverse
gene=rfbA,gene=rfbA,2110138,2111019,882,reverse
gene=rfbC,gene=rfbC,2109581,2110138,558,reverse
gene=wzxB,gene=wzxB,2108337,2109584,1248,reverse
gene=glf,gene=glf,2107226,2108329,1104,reverse
gene=wbbH,gene=wbbH,2106060,2107226,1167,reverse
gene=wbbI,gene=wbbI,2105065,2106057,993,reverse
gene=wbbJ,gene=wbbJ,2104494,2105084,591,reverse
gene=wbbK,gene=wbbK,2103391,2104509,1119,reverse
gene=insH1,gene=insH1,2101895,2102911,1017,reverse
gene=gnd,gene=gnd,2099862,2101268,1407,reverse
gene=ugd,gene=ugd,2098447,2099613,1167,reverse
gene=wzzB,gene=wzzB,2097321,2098301,981,reverse
gene=hisI,gene=hisI,2096614,2097225,612,forward
gene=hisF,gene=hisF,2095844,2096620,777,forward
gene=hisA,gene=hisA,2095125,2095862,738,forward
gene=hisH,gene=hisH,2094535,2095125,591,forward
gene=hisB,gene=hisB,2093468,2094535,1068,forward
gene=hisC,gene=hisC,2092398,2093468,1071,forward
gene=hisD,gene=hisD,2091097,2092401,1305,forward
gene=hisG,gene=hisG,2090192,2091091,900,forward
gene=hisL,gene=hisL,2089996,2090046,51,forward
gene=yefM,gene=yefM,2089462,2089713,252,reverse
gene=yoeB,gene=yoeB,2089211,2089465,255,reverse
gene=yeeZ,gene=yeeZ,2088304,2089128,825,reverse
gene=yeeY,gene=yeeY,2087329,2088258,930,reverse
gene=yoeI,gene=yoeI,2087052,2087114,63,reverse
gene=plaP,gene=plaP,2085704,2087062,1359,reverse
gene=yeeE,gene=yeeE,2084467,2085525,1059,reverse
gene=yeeD,gene=yeeD,2084226,2084453,228,reverse
gene=sbcB,gene=sbcB,2082756,2084183,1428,forward
gene=dacD,gene=dacD,2081381,2082547,1167,reverse
gene=sbmC,gene=sbmC,2080789,2081262,474,reverse
gene=yeeA,gene=yeeA,2079533,2080591,1059,reverse
gene=yeeX,gene=yeeX,2079032,2079361,330,reverse
gene=cbtA,gene=cbtA,2077569,2077943,375,forward
gene=cbeA,gene=cbeA,2077112,2077480,369,forward
gene=yeeT,gene=yeeT,2076817,2077038,222,forward
gene=yeeS,gene=yeeS,2076308,2076754,447,forward
gene=yeeR,gene=yeeR,2074779,2076311,1533,forward
gene=flu,gene=flu,2071539,2074658,3120,forward
gene=insC1,gene=insC1,2069815,2070180,366,reverse
gene=insD1,gene=insD1,2068952,2069857,906,reverse
gene=insH1,gene=insH1,2066305,2067321,1017,reverse
gene=cobU,gene=cobU,2065219,2065764,546,reverse
gene=cobS,gene=cobS,2064479,2065222,744,reverse
gene=cobT,gene=cobT,2063388,2064467,1080,reverse
gene=ldtA,gene=ldtA,2062391,2063323,933,reverse
gene=nac,gene=nac,2061016,2061933,918,reverse
gene=cbl,gene=cbl,2059964,2060914,951,reverse
gene=yeeO,gene=yeeO,2058203,2059690,1488,reverse
gene=yeeN,gene=yeeN,2056858,2057574,717,forward
gene=amn,gene=amn,2055061,2056515,1455,forward
gene=shiA,gene=shiA,2053643,2054959,1317,forward
gene=yeeJ,gene=yeeJ,2044938,2052014,7077,forward
gene=mtfA,gene=mtfA,2043651,2044448,798,forward
gene=yodB,gene=yodB,2042368,2042898,531,forward
gene=zinT,gene=zinT,2041375,2042025,651,forward
gene=yedZ,gene=yedZ,2040483,2041118,636,forward
gene=yedY,gene=yedY,2039478,2040482,1005,forward
gene=hiuH,gene=hiuH,2038956,2039369,414,forward
gene=yedW,gene=yedW,2038152,2038823,672,reverse
gene=yedV,gene=yedV,2036794,2038152,1359,reverse
gene=hchA,gene=hchA,2035835,2036686,852,forward
gene=yedR,gene=yedR,2033119,2033484,366,reverse
gene=yedJ,gene=yedJ,2032384,2033079,696,reverse
gene=dcm,gene=dcm,2030899,2032317,1419,reverse
gene=vsr,gene=vsr,2030448,2030918,471,reverse
gene=yedA,gene=yedA,2029539,2030459,921,forward
gene=yedI,gene=yedI,2028449,2029366,918,reverse
gene=yodC,gene=yodC,2028188,2028370,183,reverse
gene=yedQ,gene=yedQ,2026323,2028017,1695,reverse
gene=yedP,gene=yedP,2025511,2026326,816,forward
gene=yodD,gene=yodD,2024986,2025213,228,forward
gene=dsrB,gene=dsrB,2024635,2024823,189,reverse
gene=rcsA,gene=rcsA,2023968,2024591,624,forward
gene=fliR,gene=fliR,2022893,2023678,786,forward
gene=fliQ,gene=fliQ,2022616,2022885,270,forward
gene=fliP,gene=fliP,2021869,2022606,738,forward
gene=fliO,gene=fliO,2021504,2021869,366,forward
gene=fliN,gene=fliN,2021088,2021501,414,forward
gene=fliM,gene=fliM,2020087,2021091,1005,forward
gene=fliL,gene=fliL,2019618,2020082,465,forward
gene=fliK,gene=fliK,2018386,2019513,1128,forward
gene=fliJ,gene=fliJ,2017946,2018389,444,forward
gene=fliI,gene=fliI,2016554,2017927,1374,forward
gene=fliH,gene=fliH,2015868,2016554,687,forward
gene=fliG,gene=fliG,2014880,2015875,996,forward
gene=fliF,gene=fliF,2013229,2014887,1659,forward
gene=fliE,gene=fliE,2012700,2013014,315,reverse
gene=yedL,gene=yedL,2010600,2011079,480,forward
gene=yedK,gene=yedK,2009821,2010489,669,forward
gene=yedF,gene=yedF,2009479,2009712,234,forward
gene=yedE,gene=yedE,2008277,2009482,1206,forward
gene=yedD,gene=yedD,2007677,2008090,414,reverse
gene=amyA,gene=amyA,2006156,2007643,1488,forward
gene=fliT,gene=fliT,2005713,2006078,366,forward
gene=fliS,gene=fliS,2005303,2005713,411,forward
gene=fliD,gene=fliD,2003872,2005278,1407,forward
gene=fliC,gene=fliC,2002110,2003606,1497,reverse
gene=fliA,gene=fliA,2001070,2001789,720,reverse
gene=fliZ,gene=fliZ,2000473,2001024,552,reverse
gene=fliY,gene=fliY,1999585,2000385,801,reverse
gene=dcyD,gene=dcyD,1998494,1999480,987,reverse
gene=yecS,gene=yecS,1997811,1998479,669,reverse
gene=yecC,gene=yecC,1997062,1997814,753,reverse
gene=sdiA,gene=sdiA,1996110,1996832,723,reverse
gene=yecF,gene=yecF,1995818,1996042,225,forward
gene=uvrY,gene=uvrY,1994703,1995359,657,reverse
gene=uvrC,gene=uvrC,1992874,1994706,1833,reverse
gene=pgsA,gene=pgsA,1992269,1992817,549,reverse
gene=yecA,gene=yecA,1990954,1991619,666,reverse
gene=tyrP,gene=tyrP,1989681,1990892,1212,forward
gene=yecH,gene=yecH,1989251,1989490,240,reverse
gene=ftnA,gene=ftnA,1988716,1989213,498,forward
gene=yecR,gene=yecR,1988222,1988545,324,forward
gene=azuC,gene=azuC,1987873,1987959,87,reverse
gene=yecJ,gene=yecJ,1987507,1987758,252,reverse
gene=ftnB,gene=ftnB,1986925,1987428,504,forward
gene=araF,gene=araF,1985139,1986128,990,reverse
gene=araG,gene=araG,1983555,1985069,1515,reverse
gene=araH,gene=araH,1982554,1983540,987,reverse
gene=otsB,gene=otsB,1981587,1982387,801,reverse
gene=otsA,gene=otsA,1980188,1981612,1425,reverse
gene=uspC,gene=uspC,1979753,1980181,429,forward
gene=insA,gene=insA,1978940,1979215,276,reverse
gene=insB1,gene=insB1,1978518,1979021,504,reverse
gene=flhD,gene=flhD,1977847,1978197,351,reverse
gene=flhC,gene=flhC,1977266,1977844,579,reverse
gene=motA,gene=motA,1976252,1977139,888,reverse
gene=motB,gene=motB,1975329,1976255,927,reverse
gene=cheA,gene=cheA,1973360,1975324,1965,reverse
gene=cheW,gene=cheW,1972836,1973339,504,reverse
gene=tar,gene=tar,1971030,1972691,1662,reverse
gene=tap,gene=tap,1969383,1970984,1602,reverse
gene=cheR,gene=cheR,1968504,1969364,861,reverse
gene=cheB,gene=cheB,1967452,1968501,1050,reverse
gene=cheY,gene=cheY,1967048,1967437,390,reverse
gene=cheZ,gene=cheZ,1966393,1967037,645,reverse
gene=flhB,gene=flhB,1965043,1966191,1149,reverse
gene=flhA,gene=flhA,1962972,1965050,2079,reverse
gene=flhE,gene=flhE,1962580,1962972,393,reverse
gene=yecT,gene=yecT,1961972,1962460,489,forward
gene=argS,gene=argS,1960062,1961795,1734,forward
gene=yecM,gene=yecM,1959280,1959846,567,reverse
gene=cutC,gene=cutC,1958520,1959266,747,reverse
gene=torY,gene=torY,1957032,1958132,1101,reverse
gene=torZ,gene=torZ,1954578,1957007,2430,reverse
gene=cmoB,gene=cmoB,1953442,1954413,972,forward
gene=cmoA,gene=cmoA,1952702,1953445,744,forward
gene=yecN,gene=yecN,1952266,1952661,396,forward
gene=yecE,gene=yecE,1951395,1952213,819,forward
gene=yecD,gene=yecD,1950832,1951398,567,forward
gene=aspS,gene=aspS,1948750,1950522,1773,reverse
gene=nudB,gene=nudB,1948180,1948632,453,reverse
gene=yebC,gene=yebC,1947411,1948151,741,reverse
gene=ruvC,gene=ruvC,1946855,1947376,522,reverse
gene=yebB,gene=yebB,1946251,1946853,603,forward
gene=yobI,gene=yobI,1946115,1946180,66,reverse
gene=ruvA,gene=ruvA,1945365,1945976,612,reverse
gene=ruvB,gene=ruvB,1944346,1945356,1011,reverse
gene=znuB,gene=znuB,1943414,1944199,786,forward
gene=znuC,gene=znuC,1942662,1943417,756,forward
gene=znuA,gene=znuA,1941651,1942583,933,reverse
gene=mepM,gene=mepM,1940313,1941635,1323,reverse
gene=lpxM,gene=lpxM,1939222,1940193,972,reverse
gene=pykA,gene=pykA,1937649,1939091,1443,forward
gene=yebK,gene=yebK,1936652,1937521,870,forward
gene=zwf,gene=zwf,1934839,1936314,1476,reverse
gene=edd,gene=edd,1932793,1934604,1812,reverse
gene=eda,gene=eda,1932115,1932756,642,reverse
gene=purT,gene=purT,1930881,1932059,1179,forward
gene=yebG,gene=yebG,1930457,1930747,291,reverse
gene=yebF,gene=yebF,1930034,1930390,357,reverse
gene=yebE,gene=yebE,1929048,1929707,660,reverse
gene=ptrB,gene=ptrB,1926779,1928839,2061,reverse
gene=exoX,gene=exoX,1926120,1926782,663,forward
gene=yobB,gene=yobB,1925440,1926096,657,forward
gene=holE,gene=holE,1925108,1925338,231,forward
gene=yobA,gene=yobA,1924595,1924969,375,reverse
gene=yebZ,gene=yebZ,1923719,1924591,873,reverse
gene=yebY,gene=yebY,1923365,1923706,342,reverse
gene=pphA,gene=pphA,1922313,1922969,657,reverse
gene=yebW,gene=yebW,1922121,1922312,192,forward
gene=yebV,gene=yebV,1921780,1922016,237,forward
gene=rsmF,gene=rsmF,1920223,1921662,1440,forward
gene=yebT,gene=yebT,1917510,1920143,2634,forward
gene=yebS,gene=yebS,1916258,1917541,1284,forward
gene=msrC,gene=msrC,1915631,1916128,498,reverse
gene=proQ,gene=proQ,1914836,1915534,699,reverse
gene=prc,gene=prc,1912768,1914816,2049,reverse
gene=htpX,gene=htpX,1911695,1912576,882,reverse
gene=yebQ,gene=yebQ,1910276,1911649,1374,forward
gene=kdgR,gene=kdgR,1909308,1910099,792,reverse
gene=yobH,gene=yobH,1908925,1909164,240,forward
gene=mgrB,gene=mgrB,1908623,1908766,144,reverse
gene=yebO,gene=yebO,1908261,1908548,288,reverse
gene=yobF,gene=yobF,1907448,1907591,144,reverse
gene=cspC,gene=cspC,1907226,1907435,210,reverse
gene=rlmA,gene=rlmA,1906251,1907060,810,reverse
gene=mntP,gene=mntP,1905688,1906254,567,forward
gene=yobD,gene=yobD,1904801,1905259,459,forward
gene=manZ,gene=manZ,1903895,1904746,852,forward
gene=manY,gene=manY,1903082,1903882,801,forward
gene=manX,gene=manX,1902048,1903019,972,forward
gene=yoaE,gene=yoaE,1900029,1901585,1557,reverse
gene=yoaD,gene=yoaD,1898427,1900025,1599,forward
gene=sdaA,gene=sdaA,1896932,1898296,1365,forward
gene=nudL,gene=nudL,1896170,1896748,579,forward
gene=pabB,gene=pabB,1894805,1896166,1362,forward
gene=yoaH,gene=yoaH,1894552,1894731,180,reverse
gene=yoaC,gene=yoaC,1894133,1894432,300,forward
gene=yoaB,gene=yoaB,1893367,1893711,345,forward
gene=yoaA,gene=yoaA,1891325,1893235,1911,reverse
gene=tsaB,gene=tsaB,1890572,1891267,696,reverse
gene=yeaY,gene=yeaY,1889951,1890532,582,reverse
gene=fadD,gene=fadD,1888061,1889746,1686,reverse
gene=rnd,gene=rnd,1886864,1887991,1128,reverse
gene=yeaX,gene=yeaX,1885845,1886810,966,forward
gene=yeaW,gene=yeaW,1884665,1885789,1125,forward
gene=yeaV,gene=yeaV,1883188,1884633,1446,forward
gene=dmlA,gene=dmlA,1881912,1882997,1086,forward
gene=dmlR,gene=dmlR,1880886,1881809,924,reverse
gene=leuE,gene=leuE,1880121,1880759,639,reverse
gene=yeaR,gene=yeaR,1879589,1879948,360,reverse
gene=yoaG,gene=yoaG,1879403,1879585,183,reverse
gene=yeaQ,gene=yeaQ,1879007,1879255,249,reverse
gene=yoaJ,gene=yoaJ,1878874,1878948,75,forward
gene=yoaK,gene=yoaK,1878773,1878871,99,forward
gene=yeaP,gene=yeaP,1877715,1878740,1026,forward
gene=yoaF,gene=yoaF,1877278,1877532,255,reverse
gene=yeaO,gene=yeaO,1876909,1877256,348,forward
gene=yeaN,gene=yeaN,1875673,1876854,1182,forward
gene=yeaM,gene=yeaM,1874755,1875576,822,reverse
gene=yeaL,gene=yeaL,1874352,1874798,447,forward
gene=yoaI,gene=yoaI,1874078,1874182,105,reverse
gene=yeaK,gene=yeaK,1873574,1874077,504,forward
gene=yeaJ,gene=yeaJ,1872041,1873531,1491,forward
gene=yeaI,gene=yeaI,1870385,1871860,1476,forward
gene=yeaH,gene=yeaH,1868955,1870238,1284,forward
gene=yeaG,gene=yeaG,1866908,1868842,1935,forward
gene=mipA,gene=mipA,1865726,1866472,747,reverse
gene=yeaE,gene=yeaE,1864782,1865636,855,reverse
gene=yeaD,gene=yeaD,1863850,1864734,885,forward
gene=gapA,gene=gapA,1862771,1863766,996,forward
gene=msrB,gene=msrB,1862016,1862429,414,reverse
gene=yeaC,gene=yeaC,1861702,1861974,273,reverse
gene=ydjL,gene=ydjL,1860256,1861332,1077,reverse
gene=ydjK,gene=ydjK,1858850,1860229,1380,reverse
gene=ydjJ,gene=ydjJ,1857790,1858833,1044,reverse
gene=ydjI,gene=ydjI,1856933,1857769,837,reverse
gene=ydjH,gene=ydjH,1855981,1856928,948,reverse
gene=ydjG,gene=ydjG,1854991,1855971,981,reverse
gene=ydjF,gene=ydjF,1854096,1854854,759,reverse
gene=ydjE,gene=ydjE,1852621,1853979,1359,reverse
gene=pncA,gene=pncA,1851887,1852528,642,forward
gene=ansA,gene=ansA,1850860,1851876,1017,forward
gene=sppA,gene=sppA,1848837,1850693,1857,forward
gene=ydjA,gene=ydjA,1848125,1848676,552,reverse
gene=selD,gene=selD,1846965,1848008,1044,reverse
gene=topB,gene=topB,1844999,1846960,1962,reverse
gene=ynjI,gene=ynjI,1843831,1844871,1041,reverse
gene=gdhA,gene=gdhA,1842371,1843714,1344,forward
